0.1,0.12,0.013000000000000001
1.5,0.0,0.0
0.30000000000000004,0.05,0.09032499999999999
1.6,0.04,0.9607999999999999
1.7000000000000002,0.16,0.7664500000000001
1.1,0.12,0.51125
0.8,0.18,0.48200000000000004
0.9,0.19,0.479825
0.8,0.03,0.11582500000000003
1.2000000000000002,0.15,0.501625
0.7000000000000001,0.01,5e-05
1.5,0.08,0.91405
0.1,0.06,0.005625
1.8,0.1,0.0041
1.6,0.15,0.0425
0.30000000000000004,0.19,0.10562500000000001
0.8,0.09,0.5018
0.2,0.11,0.06662499999999999
0.2,0.19,0.06885000000000001
0.6000000000000001,0.0,0.0
1.8,0.17,0.6720250000000001
1.9000000000000001,0.11,0.0072
1.8,0.01,5e-05
0.1,0.19,0.029
0.5,0.15,0.13292500000000002
1.6,0.11,0.0128
0.0,0.05,0.012125000000000002
0.5,0.04,0.20605
1.0,0.05,0.002125
0.6000000000000001,0.16,0.25344999999999995
1.6,0.0,0.0
0.8,0.01,5e-05
0.8,0.0,0.0
0.8,0.1,0.5242
1.1,0.04,0.0013
0.0,0.03,0.00725
0.2,0.04,0.049625
0.5,0.11,0.338725
1.8,0.08,0.93245
0.5,0.08,0.193
0.9,0.03,0.00045
1.2000000000000002,0.13,0.50845
1.3,0.01,5e-05
1.9000000000000001,0.1,0.9049999999999999
1.9000000000000001,0.14,0.014499999999999999
0.9,0.12,0.5018
0.1,0.08,0.033525
0.8,0.07,0.5
0.6000000000000001,0.19,0.26045
1.3,0.14,0.5008
1.3,0.03,0.97045
1.0,0.17,0.52205
1.2000000000000002,0.06,0.0028250000000000003
1.9000000000000001,0.01,5e-05
0.9,0.16,0.5050000000000001
1.5,0.01,5e-05
0.2,0.13,0.04850000000000001
0.0,0.12,0.019124999999999996
1.2000000000000002,0.14,0.50005
1.0,0.09,0.50045
1.3,0.02,0.0002
0.2,0.08,0.0313
0.8,0.19,0.49024999999999996
0.8,0.02,0.10602500000000001
1.5,0.17,0.1193
0.4,0.14,0.114925
1.7000000000000002,0.19,0.6661250000000001
1.5,0.19,0.49505000000000005
0.30000000000000004,0.09,0.086425
0.9,0.17,0.5008
1.9000000000000001,0.09,0.005525
0.5,0.14,0.20832500000000004
0.0,0.15,0.023125
0.0,0.07,0.014499999999999999
1.3,0.09,0.004525
1.4000000000000001,0.0,0.0
0.4,0.02,0.1021
0.4,0.19,0.141425
1.5,0.12,0.01285
1.5,0.13,0.7520499999999999
0.6000000000000001,0.17,0.216025
1.7000000000000002,0.01,5e-05
1.2000000000000002,0.08,0.7380499999999999
1.9000000000000001,0.15,0.8528
1.7000000000000002,0.1,0.005000000000000001
1.7000000000000002,0.09,0.00405
1.9000000000000001,0.05,0.9607999999999999
1.6,0.01,5e-05
0.8,0.11,0.48962500000000003
1.8,0.16,0.05292500000000001
0.7000000000000001,0.12,0.42932499999999996
0.1,0.13,0.030625
0.30000000000000004,0.12,0.09065
1.0,0.19,0.51125
0.4,0.09,0.20582499999999998
0.9,0.05,0.5032000000000001
1.5,0.05,0.9512499999999999
1.4000000000000001,0.08,0.0032500000000000003
0.2,0.14,0.05412499999999999
1.4000000000000001,0.15,0.5882
1.8,0.04,0.9607999999999999
0.2,0.07,0.04
1.4000000000000001,0.09,0.00505
0.5,0.09,0.132625
1.6,0.17,0.7380499999999999
1.1,0.05,0.0013
